"pm","Riddle","Teacher: What do you call a sleeping bull?  Pupil: a bulldozer!"
"pm","Riddle","What has holes but holds water? A sponge"
"pm","Riddle","Teacher: What is a snakes favorite subject in class?  Pupil: Hissssstory."
"pm","Riddle","Forward I am heavy, but backward I am not. What am I? Forward I am ton, backwards I am not."
"pm","Riddle","Teacher: What do dogs eat at the movies? Pupil: Pup-corn!"
"pm","Riddle","What has to be broken before it can be used? An egg."
"pm","Riddle","Teacher: why are fish so smart? Pupil: Because they live in schools."
"pm","Riddle","If you have it, you want to share it. If you share it, you do not have it. What is it? A secret."
"pm","Riddle","While chewing gum, jaw muscles use TWO HUNDRED pounds of force."
"pm","Riddle","The more you have of it, the less you see. What is it? Darkness"
"pm","Riddle","Which is correct: 18 plus 19 is 36. Or 18 plus 19 are 36? Actually neither is correct: 18 plus 19 is 37!"
"pm","Riddle","Why did the sticker need a lawyer? It got ripped off."
"pm","Riddle","Why did the tin man always lose the card game? They were playing hearts."
"pm","Riddle","A camel can lose up to THIRTY% of the water in his body and still live. A human would die after losing only FIFTEEN% of its water."
"pm","Riddle","Boy: How do hens and roosters dance? Girl; How? Boy: Chick to chick."
"pm","Riddle","Customer: Do you serve crabs here? Waiter: We serve everyone. Please have a seat. "
"pm","Riddle","Customer: Waiter, what is this fly doing in my soup? Waiter: Look like he is drowning, sir."
"pm","Riddle","Each drop of blood contains FIVE million red blood cells."
"pm","Riddle","EIGHTY-FIVE% of the human brain is water."
"pm","Riddle","Every second FIVE people are born, and TWO people die."
"pm","Riddle","Eyelashes have a life span of about ONE HUNDRED FIFTY days."
"pm","Riddle","Girl: What has eighteen legs and catches flies? Boy: A baseball team? Girl: No! Nine chickens armed with swatters."
"pm","Riddle","How did Minnie Mouse save Mickey from drowning? She gave him mouse-to-mouse resuscitation."
"pm","Riddle","How did the hairdresser escape from the police? She knew all the short cuts."
"pm","Riddle","How do you make a chicken sophisticated? Take away the k and chick becomes chic"
"pm","Riddle","How do you make an egg laugh? Tell it a yolk."
"pm","Riddle","Judge: Order in the court. Defendant: I will have a cheeseburger and fries, Your Honor."
"pm","Riddle","Knock-Knock Who is there? Ash. Ash who? Bless you"
"pm","Riddle","Knock-Knock Who is there? Canoe. Canoe who? Canoe help me with my homework?"
"pm","Riddle","Knock-Knock Who is there? Carlo. Carlo who? Carlo on gas."
"pm","Riddle","Knock-Knock Who is there? Coma. Coma who? Coma your hair."
"pm","Riddle","Knock-Knock Who is there? Conan. Conan who? Conan the cob."
"pm","Riddle","Knock-Knock Who is there? Cows. Cows who? No cows moo."
"pm","Riddle","Knock-Knock Who is there? Dwayne. Dwayne who? Dwayne the bathtub, the rubber ducky is dwowning."
"pm","Riddle","Knock-Knock Who is there? Eugenes. Eugenes who? Eugenes need washing."
"pm","Riddle","Knock-Knock Who is there? G.I. G.I. who G.I do not know."
"pm","Riddle","Knock-Knock Who is there? Gwen. Gwen who? Gwen will I see you again."
"pm","Riddle","Knock-Knock Who is there? Gwen, Gwen who? Gwen will you stop telling knock-knock jokes?"
"pm","Riddle","Knock-Knock Who is there? Hair combs. Hair combs who? Hair combs the bride."
"pm","Riddle","Knock-Knock Who is there? Half. Half who? Half I got a joke for you. "
"pm","Riddle","Knock-Knock Who is there? Heaven. Heaven who? Heaven you heard enough knock-knock jokes?"
"pm","Riddle","Knock-Knock Who is there? Honor. Honor who? Honor clear day you can see forever."
"pm","Riddle","Knock-Knock Who is there? House House who? House business?"
"pm","Riddle","Knock-Knock Who is there? Issue Issue who? Issue ready to go?"
"pm","Riddle","Knock-Knock Who is there? Jewel. Jewel who? Jewel be sorry"
"pm","Riddle","Knock-Knock Who is there? Juno. Juno who? I do not know, Juno?"
"pm","Riddle","Knock-Knock Who is there? Jupiter. Jupiter who? Jupiter note on my door?"
"pm","Riddle","Knock-Knock Who is there? Justice. Justice who? Justice I got home the phone rang."
"pm","Riddle","Knock-Knock Who is there? Ketchup Ketchup who? Ketchup with her before she gets away."
"pm","Riddle","Knock-Knock Who is there? Liver Liver who? Liver round here?"
"pm","Riddle","Knock-Knock Who is there? Menu. Menu who? Menu stay here, women over there."
"pm","Riddle","Knock-Knock Who is there? Mustard. Mustard who? Mustard been a beautiful baby."
"pm","Riddle","Knock-Knock Who is there? Orange shoe. Orange shoe who? Orange shoe going to let me in?"
"pm","Riddle","Knock-Knock Who is there? Peekaboo. Peekaboo who? Peekaboo live in glass houses should not throw stones."
"pm","Riddle","Knock-Knock Who is there? Radio Radio who? Radio not, here I come."
"pm","Riddle","Knock-Knock Who is there? Safari Safari who? Safari so good."
"pm","Riddle","Knock-Knock Who is there? Shirley. Shirley who? Shirley you know my name."
"pm","Riddle","Knock-Knock Who is there? Slater Slater who? Slater than you think."
"pm","Riddle","Knock-Knock Who is there? Stark. Shark who? Shark in here, turn on the lights."
"pm","Riddle","Knock-Knock Who is there? Thayer. Thayer who? Thayer sorry or I am leaving."
"pm","Riddle","Knock-Knock Who is there? Theresa. Theresa who? Theresa crowd."
"pm","Riddle","Knock-Knock Who is there? Turnip. Turnip who? Turnip the volume, I can not hear."
"pm","Riddle","Knock-Knock Who is there? Wanda. Wanda who? Wanda let me in- it is cold out here,"
"pm","Riddle","Knock-Knock Who is there? Wok. Wok who? Wok, do not run."
"pm","Riddle","Little Girl: I am thirsty. Little Boy: I am Friday. Come over Saturday and we will have a sundae."
"pm","Riddle","Man: When is the best time to buy baby chickens? Woman: When? Man When they are going cheep,"
"pm","Riddle","Nurse: Doctor, there is an invisible man in the waiting room. Doctor: Tell him I can not see him."
"pm","Riddle","Policeman: Did you know this is a one-way street? Driver: Of course-I am only driving one way!"
"pm","Riddle","Policeman:If I were you, I would get a good lawyer.Crook:If I could afford a good lawyer,I would not have tried to rob that bank."
"pm","Riddle","Surgeon: Nurse, did you put the patient to sleep? Nurse: Yes, I just told her some of your bad jokes."
"pm","Riddle","What accidents happen every 24 hours? Day breaks and night falls."
"pm","Riddle","What did the cops tell the mime when they arrested him? You still have the right to remain silent."
"pm","Riddle","What do angels say when they answer the telephone? Halo."
"pm","Riddle","What do you call a super pig who can climb up the side of buildings? Spiderham."
"pm","Riddle","What do you call two banana peels? A pair of slippers."
"pm","Riddle","What do you get when you cross a magician with a chicken? Cheep tricks."
"pm","Riddle","Why do matches never play baseball? One strike and they are out."
"pm","Riddle","What do you say when someone throws a duck at a duck? Duck, duck!"
"pm","Riddle","What gets Jackie Chen sick every winter? Kung Flu."
"pm","Riddle","What happened to the robber who stole the lamp? He got a very light sentence."
"pm","Riddle","What has a head and a tail, but no body. A coin."
"pm","Riddle","What has four wheels and flies? A garbage truck."
"pm","Riddle","What has teeth but does not bite? A comb."
"pm","Riddle","What has a lot eyes but can not see? A potato."
"pm","Riddle","What nail does a carpenter hate to hit? His thumbnail."
"pm","Riddle","What should you do if your cake strikes out? Call in the next batter. "
"pm","Riddle","What stands in New York City, holds a torch, and sneezes a lot? The Ah-Choo of Liberty."
"pm","Riddle","When you cough, air moves at a speed of SIXTY miles/hour."
"pm","Riddle","Where is the ocean the deepest? At the bottom!"
"pm","Riddle","Why are lost things always in the last place you looked? Because when you find them, you stop looking,"
"pm","Riddle","Why did the doctor keep operating on patients even though he was not very good at it? He needed the practice."
"pm","Riddle","Why did the pie crust go to the dentist? It needed a filling."
"pm","Riddle","Why did the police investigate the seafood restaurant? They heard something fishy was going on."
"pm","Riddle","Why did the policeman arrest the baseball player? He stole third base."
"pm","Asthma Symptoms","Know your asthma triggers and try to avoid them. Sometimes people carry pet allergens with them on their clothes."
"pm","Asthma Symptoms","If you are having asthma symptoms or can not keep up with others during activities,let your parents know and go to see the doctor."
"pm","Asthma Symptoms","If you are having an asthma attack:Stop,Take two puffs of your reliever inhaler,Get away from what may be making your asthma worse"
"pm","Asthma Symptoms","Make sure your teachers,coaches,principal,school staff AND your friends know you have asthma AND what to do if you have an attack"
